Date,USRECD,GDP_abs,GDP_rate,CAPE,BAAFFM,BCI,CCI,CLI,IJC,PMIC,T10Y2Y,T10Y3M
1976-07-06,0,1889.1512065217391,2.9478260869565216,2.4624944514449707,4.484193548387097,4.611358028388847,4.60776941724544,4.616952430187045,5.951726457144454,55.674193548387095,0.86,1.9801989173900965
1976-07-07,0,1889.6698478260869,2.9391304347826086,2.462052553239869,4.479032258064516,4.611246556888154,4.607772731085834,4.6169419404386165,5.943518306426626,55.62903225806451,0.85,1.9800651588106821
1976-07-08,0,1890.1884891304348,2.9304347826086956,2.4616106550347667,4.473870967741935,4.611135085387461,4.607776044926228,4.616931450690189,5.9353101557088,55.58387096774194,0.9,1.9799314002312676
1976-07-09,0,1890.7071304347826,2.9217391304347826,2.461168756829665,4.468709677419355,4.611023613886768,4.607779358766622,4.616920960941761,5.927102004990973,55.538709677419355,1.01,1.979797641651853
1976-07-10,0,1891.2257717391303,2.9130434782608696,2.4607268586245628,4.463548387096774,4.610912142386075,4.607782672607016,4.616910471193333,5.918893854273146,55.49354838709677,1.02,1.9796638830724387
1976-07-11,0,1891.7444130434783,2.9043478260869566,2.460284960419461,4.458387096774193,4.610800670885382,4.60778598644741,4.616899981444905,5.931388040748659,55.44838709677419,1.03,1.9795301244930241
1976-07-12,0,1892.263054347826,2.8956521739130436,2.4598430622143588,4.453225806451613,4.61068919938469,4.607789300287804,4.616889491696477,5.9438822272241705,55.40322580645161,1.04,1.9793963659136098
1976-07-13,0,1892.781695652174,2.8869565217391306,2.459401164009257,4.448064516129032,4.610577727883997,4.607792614128198,4.61687900194805,5.956376413699683,55.35806451612903,1.03,1.9792626073341952
1976-07-14,0,1893.3003369565217,2.878260869565217,2.458959265804155,4.442903225806451,4.610466256383304,4.607795927968592,4.616868512199622,5.968870600175196,55.31290322580645,1.03,1.9791288487547807
1976-07-15,0,1893.8189782608695,2.869565217391304,2.458517367599053,4.437741935483871,4.610354784882611,4.607799241808986,4.6168580224511935,5.981364786650708,55.26774193548387,1.05,1.9789950901753663
1976-07-16,0,1894.3376195652174,2.860869565217391,2.458075469393951,4.43258064516129,4.610243313381918,4.60780255564938,4.616847532702765,5.99385897312622,55.22258064516129,0.98,1.9788613315959518
1976-07-17,0,1894.8562608695652,2.8521739130434782,2.457633571188849,4.427419354838709,4.610131841881225,4.607805869489774,4.616837042954338,6.0063531596017325,55.17741935483871,0.9766666666666667,1.9787275730165375
1976-07-18,0,1895.374902173913,2.8434782608695652,2.457191672983747,4.422258064516129,4.610020370380532,4.607809183330168,4.61682655320591,6.002067123844047,55.13225806451613,0.9733333333333333,1.978593814437123
1976-07-19,0,1895.8935434782609,2.8347826086956522,2.456749774778645,4.417096774193548,4.60990889887984,4.6078124971705625,4.616816063457482,5.997781088086361,55.08709677419355,0.97,1.9784600558577083
1976-07-20,0,1896.4121847826086,2.8260869565217392,2.456307876573543,4.411935483870967,4.609797427379147,4.607815811010957,4.616805573709054,5.993495052328676,55.041935483870965,0.96,1.978326297278294
1976-07-21,0,1896.9308260869566,2.8173913043478263,2.455865978368441,4.406774193548387,4.6096859558784535,4.607819124851351,4.616795083960627,5.989209016570991,54.99677419354839,0.96,1.9781925386988795
1976-07-22,0,1897.4494673913043,2.8086956521739133,2.455424080163339,4.401612903225806,4.609574484377761,4.607822438691745,4.6167845942121986,5.984922980813305,54.95161290322581,0.95,1.9780587801194651
1976-07-23,0,1897.968108695652,2.8,2.454982181958237,4.396451612903226,4.609463012877068,4.607825752532139,4.6167741044637705,5.980636945055619,54.906451612903226,0.94,1.9779250215400506
1976-07-24,0,1898.48675,2.791304347826087,2.454540283753135,4.391290322580645,4.609351541376375,4.607829066372533,4.616763614715342,5.976350909297934,54.86129032258064,0.9633333333333333,1.977791262960636
1976-07-25,0,1899.0053913043478,2.782608695652174,2.454098385548033,4.386129032258064,4.609240069875683,4.607832380212926,4.616753124966914,5.974158685058697,54.81612903225806,0.9866666666666667,1.9776575043812217
1976-07-26,0,1899.5240326086957,2.773913043478261,2.453656487342931,4.380967741935484,4.60912859837499,4.60783569405332,4.616742635218487,5.971966460819459,54.770967741935486,1.01,1.9775237458018071
1976-07-27,0,1900.0426739130435,2.765217391304348,2.453214589137829,4.3758064516129025,4.6090171268742965,4.607839007893714,4.616732145470059,5.969774236580222,54.725806451612904,1.09,1.9773899872223926
1976-07-28,0,1900.5613152173912,2.756521739130435,2.452772690932727,4.370645161290322,4.608905655373604,4.6078423217341085,4.616721655721631,5.967582012340985,54.68064516129032,1.06,1.9772562286429782
1976-07-29,0,1901.0799565217392,2.747826086956522,2.452330792727625,4.365483870967742,4.608794183872911,4.6078456355745026,4.616711165973203,5.965389788101748,54.63548387096774,1.1,1.9771224700635637
1976-07-30,0,1901.598597826087,2.739130434782609,2.451888894522523,4.360322580645161,4.608682712372218,4.607848949414897,4.6167006762247755,5.9631975638625105,54.590322580645164,1.12,1.9769887114841493
1976-07-31,0,1902.1172391304347,2.730434782608696,2.4514469963174212,4.35516129032258,4.608571240871526,4.607852263255291,4.616690186476347,5.961005339623274,54.54516129032258,1.1133333333333335,1.9768549529047348
1976-08-01,0,1902.6358804347826,2.7217391304347824,2.451005098112319,4.35,4.608459769370833,4.607855577095685,4.616679696727919,5.957275176194176,54.5,1.1066666666666667,1.9765857602617611
1976-08-02,0,1903.1545217391304,2.7130434782608694,2.4515838572122206,4.3435483870967735,4.608382705208265,4.607829475407141,4.616675455222934,5.953545012765078,54.47096774193548,1.1,1.9763165676187877
1976-08-03,0,1903.6731630434783,2.7043478260869565,2.452162616312122,4.337096774193548,4.608305641045698,4.607803373718596,4.616671213717949,5.94981484933598,54.44193548387097,1.1,1.976047374975814
1976-08-04,0,1904.191804347826,2.6956521739130435,2.452741375412024,4.330645161290322,4.60822857688313,4.607777272030052,4.616666972212964,5.946084685906881,54.41290322580645,1.08,1.9757781823328404
1976-08-05,0,1904.7104456521738,2.6869565217391305,2.4533201345119258,4.324193548387097,4.608151512720562,4.607751170341508,4.616662730707978,5.942354522477784,54.383870967741935,1.08,1.975508989689867
1976-08-06,0,1905.2290869565218,2.6782608695652175,2.4538988936118273,4.317741935483871,4.6080744485579945,4.607725068652964,4.616658489202993,5.938624359048686,54.354838709677416,1.13,1.9752397970468933
1976-08-07,0,1905.7477282608695,2.6695652173913045,2.454477652711729,4.311290322580645,4.607997384395428,4.60769896696442,4.616654247698008,5.934894195619588,54.325806451612905,1.14,1.9749706044039197
1976-08-08,0,1906.2663695652172,2.6608695652173915,2.455056411811631,4.304838709677419,4.60792032023286,4.607672865275876,4.616650006193023,5.936397968903443,54.29677419354839,1.15,1.9747014117609463
1976-08-09,0,1906.7850108695652,2.6521739130434785,2.4556351709115325,4.298387096774193,4.607843256070292,4.607646763587331,4.6166457646880374,5.937901742187298,54.26774193548387,1.16,1.9744322191179726
1976-08-10,0,1907.303652173913,2.643478260869565,2.456213930011434,4.291935483870968,4.607766191907724,4.607620661898787,4.616641523183053,5.939405515471154,54.23870967741936,1.16,1.9741630264749992
1976-08-11,0,1907.822293478261,2.6347826086956525,2.4567926891113356,4.285483870967742,4.607689127745157,4.607594560210243,4.616637281678067,5.94090928875501,54.20967741935484,1.16,1.9738938338320255
1976-08-12,0,1908.3409347826087,2.626086956521739,2.457371448211237,4.279032258064516,4.6076120635825895,4.6075684585216985,4.616633040173082,5.942413062038865,54.18064516129032,1.17,1.973624641189052
1976-08-13,0,1908.8595760869564,2.617391304347826,2.4579502073111392,4.27258064516129,4.607534999420022,4.607542356833155,4.6166287986680965,5.94391683532272,54.151612903225804,1.18,1.9733554485460785
1976-08-14,0,1909.3782173913044,2.608695652173913,2.458528966411041,4.266129032258064,4.607457935257454,4.607516255144611,4.616624557163112,5.945420608606575,54.12258064516129,1.1766666666666665,1.9730862559031048
1976-08-15,0,1909.896858695652,2.6,2.4591077255109424,4.259677419354839,4.607380871094887,4.607490153456066,4.6166203156581265,5.951998314106776,54.093548387096774,1.1733333333333333,1.9728170632601312
1976-08-16,0,1910.4155,2.591304347826087,2.459686484610844,4.253225806451613,4.607303806932319,4.607464051767522,4.616616074153141,5.958576019606977,54.064516129032256,1.17,1.9725478706171578
1976-08-17,0,1910.9341413043478,2.582608695652174,2.460265243710746,4.246774193548387,4.607226742769751,4.607437950078978,4.616611832648156,5.965153725107178,54.035483870967745,1.18,1.972278677974184
1976-08-18,0,1911.4527826086955,2.573913043478261,2.4608440028106475,4.240322580645161,4.6071496786071835,4.607411848390434,4.616607591143171,5.971731430607379,54.00645161290323,1.17,1.9720094853312105
1976-08-19,0,1911.9714239130435,2.565217391304348,2.461422761910549,4.233870967741936,4.607072614444617,4.6073857467018895,4.6166033496381855,5.97830913610758,53.97741935483871,1.15,1.971740292688237
1976-08-20,0,1912.4900652173912,2.556521739130435,2.4620015210104507,4.22741935483871,4.606995550282049,4.607359645013346,4.616599108133201,5.984886841607781,53.9483870967742,1.08,1.9714711000452634
1976-08-21,0,1913.008706521739,2.5478260869565217,2.4625802801103527,4.220967741935484,4.606918486119481,4.607333543324802,4.6165948666282155,5.991464547107982,53.91935483870968,1.09,1.9712019074022897
1976-08-22,0,1913.527347826087,2.5391304347826087,2.4631590392102543,4.214516129032258,4.606841421956913,4.607307441636257,4.61659062512323,5.989305455992261,53.89032258064516,1.1,1.9709327147593163
1976-08-23,0,1914.0459891304347,2.5304347826086957,2.463737798310156,4.208064516129032,4.606764357794346,4.607281339947713,4.616586383618245,5.98714636487654,53.86129032258064,1.11,1.9706635221163427
1976-08-24,0,1914.5646304347827,2.5217391304347827,2.4643165574100574,4.201612903225807,4.606687293631778,4.607255238259169,4.61658214211326,5.984987273760819,53.83225806451613,1.12,1.9703943294733692
1976-08-25,0,1915.0832717391304,2.5130434782608697,2.464895316509959,4.195161290322581,4.606610229469211,4.607229136570624,4.6165779006082746,5.982828182645097,53.803225806451614,1.16,1.9701251368303956
1976-08-26,0,1915.6019130434781,2.5043478260869567,2.465474075609861,4.1887096774193555,4.606533165306643,4.6072030348820805,4.616573659103289,5.980669091529376,53.774193548387096,1.14,1.969855944187422
1976-08-27,0,1916.120554347826,2.4956521739130437,2.4660528347097626,4.182258064516129,4.606456101144076,4.607176933193537,4.6165694175983045,5.978510000413655,53.745161290322585,1.12,1.9695867515444485
1976-08-28,0,1916.6391956521738,2.4869565217391303,2.466631593809664,4.175806451612903,4.606379036981508,4.607150831504992,4.616565176093319,5.976350909297934,53.71612903225807,1.1266666666666667,1.9693175589014749
1976-08-29,0,1917.1578369565216,2.4782608695652177,2.4672103529095657,4.169354838709678,4.60630197281894,4.607124729816448,4.616560934588334,5.985819755638569,53.68709677419355,1.1333333333333333,1.9690483662585012
1976-08-30,0,1917.6764782608695,2.4695652173913043,2.4677891120094677,4.162903225806452,4.6062249086563725,4.607098628127904,4.616556693083348,5.995288601979205,53.65806451612903,1.14,1.9687791736155278
1976-08-31,0,1918.1951195652173,2.4608695652173913,2.4683678711093693,4.1564516129032265,4.6061478444938055,4.607072526439359,4.616552451578364,6.00475744831984,53.62903225806452,1.16,1.9685099809725541
1976-09-01,0,1918.7137608695652,2.4521739130434783,2.468946630209271,4.15,4.606070780331238,4.607046424750815,4.616548210073378,6.014226294660475,53.6,1.14,1.9676612788326118
1976-09-02,0,1919.232402173913,2.4434782608695653,2.468150261331257,4.154,4.606036473577476,4.607015634998184,4.616558622610949,6.02369514100111,53.59666666666667,1.13,1.9668125766926692
1976-09-03,0,1919.7510434782607,2.4347826086956523,2.4673538924532434,4.158,4.606002166823715,4.606984845245554,4.61656903514852,6.033163987341746,53.593333333333334,1.13,1.9659638745527268
1976-09-04,0,1920.2696847826087,2.4260869565217393,2.4665575235752293,4.162,4.6059678600699545,4.606954055492923,4.61657944768609,6.042632833682381,53.59,1.1424999999999998,1.9651151724127844
1976-09-05,0,1920.7883260869564,2.4173913043478263,2.4657611546972156,4.166,4.605933553316193,4.606923265740292,4.616589860223661,6.029118855896419,53.586666666666666,1.155,1.9642664702728418
1976-09-06,0,1921.3069673913042,2.4086956521739133,2.464964785819202,4.17,4.605899246562432,4.606892475987662,4.616600272761231,6.015604878110457,53.583333333333336,1.1675,1.9634177681328995
1976-09-07,0,1921.8256086956521,2.4000000000000004,2.464168416941188,4.174,4.60586493980867,4.606861686235031,4.616610685298802,6.002090900324495,53.58,1.18,1.962569065992957
1976-09-08,0,1922.3442499999999,2.391304347826087,2.4633720480631744,4.178,4.605830633054909,4.6068308964824,4.616621097836372,5.988576922538532,53.57666666666667,1.2,1.9617203638530147
1976-09-09,0,1922.8628913043478,2.382608695652174,2.4625756791851603,4.182,4.6057963263011485,4.60680010672977,4.616631510373943,5.97506294475257,53.57333333333334,1.17,1.9608716617130721
1976-09-10,0,1923.3815326086956,2.373913043478261,2.4617793103071466,4.186,4.605762019547387,4.606769316977139,4.616641922911514,5.961548966966608,53.57,1.18,1.9600229595731298
1976-09-11,0,1923.9001739130433,2.365217391304348,2.460982941429133,4.19,4.605727712793626,4.606738527224508,4.616652335449085,5.948034989180646,53.56666666666667,1.1766666666666665,1.9591742574331874
1976-09-12,0,1924.4188152173913,2.356521739130435,2.460186572551119,4.194,4.605693406039864,4.6067077374718775,4.616662747986655,5.955306642432936,53.56333333333333,1.1733333333333333,1.9583255552932448
1976-09-13,0,1924.937456521739,2.347826086956522,2.4593902036731055,4.198,4.605659099286103,4.606676947719246,4.6166731605242255,5.962578295685228,53.56,1.17,1.9574768531533024
1976-09-14,0,1925.456097826087,2.339130434782609,2.4585938347950913,4.202,4.605624792532343,4.606646157966615,4.616683573061796,5.969849948937519,53.556666666666665,1.15,1.95662815101336
1976-09-15,0,1925.9747391304347,2.330434782608696,2.4577974659170776,4.206,4.605590485778581,4.606615368213985,4.616693985599367,5.9771216021898095,53.553333333333335,1.17,1.9557794488734177
1976-09-16,0,1926.4933804347825,2.321739130434783,2.457001097039064,4.21,4.60555617902482,4.606584578461354,4.616704398136937,5.9843932554421,53.55,1.19,1.954930746733475
1976-09-17,0,1927.0120217391304,2.3130434782608695,2.45620472816105,4.2139999999999995,4.6055218722710585,4.606553788708723,4.616714810674508,5.991664908694392,53.54666666666667,1.23,1.9540820445935327
1976-09-18,0,1927.5306630434782,2.3043478260869565,2.4554083592830365,4.218,4.605487565517297,4.606522998956093,4.616725223212079,5.998936561946683,53.54333333333334,1.2133333333333334,1.9532333424535904
1976-09-19,0,1928.049304347826,2.2956521739130435,2.4546119904050223,4.2219999999999995,4.605453258763537,4.606492209203462,4.61673563574965,6.005855935818054,53.54,1.1966666666666665,1.9523846403136478
1976-09-20,0,1928.5679456521739,2.2869565217391306,2.4538156215270086,4.226,4.605418952009775,4.606461419450831,4.6167460482872205,6.012775309689424,53.53666666666667,1.18,1.9515359381737054
1976-09-21,0,1929.0865869565216,2.2782608695652176,2.453019252648995,4.2299999999999995,4.605384645256014,4.606430629698201,4.61675646082479,6.019694683560795,53.53333333333333,1.21,1.950687236033763
1976-09-22,0,1929.6052282608696,2.2695652173913046,2.452222883770981,4.234,4.6053503385022525,4.60639983994557,4.616766873362361,6.026614057432165,53.53,1.17,1.9498385338938204
1976-09-23,0,1930.1238695652173,2.2608695652173916,2.4514265148929675,4.2379999999999995,4.605316031748491,4.606369050192939,4.616777285899932,6.033533431303536,53.526666666666664,1.19,1.948989831753878
1976-09-24,0,1930.642510869565,2.2521739130434786,2.4506301460149533,4.242,4.605281724994731,4.6063382604403085,4.616787698437503,6.0404528051749065,53.52333333333333,1.14,1.9481411296139357
1976-09-25,0,1931.161152173913,2.2434782608695656,2.4498337771369396,4.2459999999999996,4.605247418240969,4.606307470687677,4.616798110975073,6.0473721790462776,53.52,1.1566666666666665,1.9472924274739931
1976-09-26,0,1931.6797934782608,2.234782608695652,2.449037408258926,4.25,4.605213111487208,4.606276680935046,4.616808523512644,6.042214321240261,53.516666666666666,1.1733333333333333,1.9464437253340507
1976-09-27,0,1932.1984347826085,2.226086956521739,2.448241039380912,4.254,4.6051788047334465,4.606245891182416,4.6168189360502145,6.0370564634342445,53.513333333333335,1.19,1.9455950231941084
1976-09-28,0,1932.7170760869565,2.217391304347826,2.4474446705028985,4.258,4.605144497979685,4.606215101429785,4.616829348587785,6.0318986056282275,53.51,1.2,1.944746321054166
1976-09-29,0,1933.2357173913042,2.208695652173913,2.4466483016248843,4.262,4.605110191225925,4.606184311677154,4.616839761125355,6.0267407478222115,53.50666666666667,1.2,1.9438976189142234
1976-09-30,0,1933.7543586956522,2.2,2.4458519327468706,4.266,4.605075884472163,4.606153521924524,4.616850173662926,6.0215828900161945,53.50333333333333,1.22,1.943048916774281
1976-10-01,0,1934.273,2.207608695652174,2.445055563868857,4.27,4.605041577718402,4.606122732171893,4.616860586200497,6.016425032210178,53.5,1.25,1.9422061327551772
1976-10-02,0,1934.8640326086957,2.215217391304348,2.444259194990843,4.270322580645161,4.605056434272269,4.6061074205464285,4.616893154334232,6.0112671744041615,53.44193548387097,1.2566666666666666,1.9413633487360733
1976-10-03,0,1935.4550652173912,2.222826086956522,2.4434628261128295,4.2706451612903225,4.605071290826136,4.606092108920963,4.6169257224679665,6.012313751560172,53.383870967741935,1.2633333333333334,1.9405205647169694
1976-10-04,0,1936.046097826087,2.230434782608696,2.442666457234816,4.2709677419354835,4.605086147380003,4.606076797295499,4.616958290601702,6.013360328716182,53.325806451612905,1.27,1.9396777806978656
1976-10-05,0,1936.6371304347824,2.23804347826087,2.4418700883568016,4.2712903225806444,4.605101003933871,4.6060614856700335,4.616990858735437,6.0144069058721925,53.26774193548387,1.28,1.9388349966787617
1976-10-06,0,1937.2281630434782,2.2456521739130437,2.441073719478788,4.271612903225806,4.6051158604877385,4.606046174044569,4.617023426869172,6.015453483028203,53.20967741935484,1.33,1.9379922126596578
1976-10-07,0,1937.819195652174,2.2532608695652177,2.440277350600774,4.271935483870967,4.605130717041606,4.606030862419104,4.617055995002906,6.016500060184214,53.151612903225804,1.34,1.937149428640554
1976-10-08,0,1938.4102282608694,2.2608695652173916,2.4394809817227605,4.272258064516128,4.605145573595473,4.606015550793639,4.617088563136641,6.0175466373402235,53.093548387096774,1.51,1.93630664462145
1976-10-09,0,1939.0012608695652,2.2684782608695655,2.438684612844747,4.27258064516129,4.60516043014934,4.606000239168174,4.617121131270377,6.018593214496234,53.035483870967745,1.52,1.9354638606023462
1976-10-10,0,1939.5922934782607,2.2760869565217394,2.4378882439667326,4.272903225806451,4.605175286703207,4.60598492754271,4.617153699404112,6.015785121274869,52.97741935483871,1.53,1.9346210765832423
1976-10-11,0,1940.1833260869564,2.2836956521739133,2.437091875088719,4.273225806451613,4.605190143257074,4.605969615917244,4.617186267537846,6.0129770280535055,52.91935483870968,1.54,1.9337782925641385
1976-10-12,0,1940.7743586956522,2.2913043478260873,2.4362955062107052,4.273548387096774,4.605204999810941,4.60595430429178,4.617218835671581,6.010168934832141,52.86129032258064,1.55,1.9329355085450346
1976-10-13,0,1941.3653913043477,2.298913043478261,2.4354991373326915,4.273870967741935,4.605219856364809,4.6059389926663155,4.617251403805316,6.007360841610776,52.803225806451614,1.53,1.9320927245259307
1976-10-14,0,1941.9564239130434,2.306521739130435,2.434702768454678,4.274193548387097,4.605234712918676,4.60592368104085,4.6172839719390515,6.004552748389411,52.745161290322585,1.53,1.9312499405068269
1976-10-15,0,1942.5474565217392,2.314130434782609,2.4339063995766637,4.274516129032258,4.6052495694725435,4.605908369415386,4.617316540072786,6.001744655168047,52.68709677419355,1.56,1.930407156487723
1976-10-16,0,1943.1384891304347,2.321739130434783,2.43311003069865,4.274838709677419,4.605264426026411,4.60589305778992,4.617349108206521,5.998936561946683,52.62903225806452,1.5533333333333335,1.9295643724686191
1976-10-17,0,1943.7295217391304,2.3293478260869565,2.4323136618206362,4.275161290322581,4.605279282580278,4.605877746164456,4.617381676340256,6.0010477896747,52.57096774193548,1.5466666666666666,1.9287215884495152
1976-10-18,0,1944.320554347826,2.3369565217391304,2.4315172929426225,4.275483870967742,4.605294139134145,4.605862434538991,4.6174142444739905,6.003159017402717,52.512903225806454,1.54,1.9278788044304114
1976-10-19,0,1944.9115869565217,2.3445652173913043,2.430720924064609,4.275806451612903,4.605308995688012,4.605847122913526,4.617446812607725,6.005270245130734,52.45483870967742,1.5,1.9270360204113075
1976-10-20,0,1945.5026195652174,2.3521739130434782,2.4299245551865947,4.276129032258065,4.605323852241879,4.605831811288061,4.617479380741461,6.007381472858751,52.39677419354839,1.43,1.9261932363922036
1976-10-21,0,1946.093652173913,2.359782608695652,2.429128186308581,4.276451612903226,4.605338708795747,4.6058164996625965,4.617511948875196,6.009492700586768,52.33870967741936,1.41,1.9253504523730998
1976-10-22,0,1946.6846847826087,2.367391304347826,2.4283318174305673,4.276774193548387,4.605353565349614,4.605801188037132,4.61754451700893,6.011603928314785,52.28064516129032,1.41,1.924507668353996
1976-10-23,0,1947.2757173913042,2.375,2.4275354485525535,4.277096774193549,4.605368421903481,4.605785876411667,4.617577085142665,6.013715156042802,52.222580645161294,1.4133333333333333,1.923664884334892
